seed,core,preference,cards,phase,total,max_drawdown,satellites,policies,contributions,goal
232,allWorld,長期方針優先,false,clear,1361572,-0.16154260780287474,,contributions+reinvestment+cashManagement+emergencyFund,370000,false
233,allWorld,長期方針優先,false,clear,1022627,-0.40027473619081677,,reinvestment+emergencyFund+cashManagement+contributions,80000,false
234,allWorld,長期方針優先,false,clear,1691195,-0.2616654596158504,,cashManagement+contributions+reinvestment+emergencyFund,280000,false
235,allWorld,長期方針優先,false,clear,892611,-0.38326555476643914,bonds,reinvestment+contributions+emergencyFund,240000,false
236,allWorld,長期方針優先,false,clear,1577617,-0.270899,,reinvestment+contributions+emergencyFund+cashManagement,240000,false
237,allWorld,長期方針優先,false,clear,2247922,-0.1773271738539539,,cashManagement+emergencyFund+contributions+reinvestment,170000,false
238,allWorld,長期方針優先,false,clear,1084500,-0.22273278068199218,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
239,allWorld,長期方針優先,false,clear,1315889,-0.4593788230976266,gold,contributions+cashManagement+emergencyFund,320000,false
240,allWorld,長期方針優先,false,clear,2073009,-0.20877566870317232,bonds,cashManagement+contributions+emergencyFund,240000,false
241,allWorld,長期方針優先,false,clear,1639188,-0.23603783962031522,,contributions+reinvestment+emergencyFund+cashManagement,320000,false
242,allWorld,長期方針優先,false,clear,819222,-0.3922816564141726,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
243,allWorld,長期方針優先,false,clear,1257294,-0.2575844552055237,gold,reinvestment+contributions+emergencyFund,160000,false
244,allWorld,長期方針優先,false,clear,1137152,-0.2930278361834326,,contributions+emergencyFund+cashManagement+reinvestment,320000,false
245,allWorld,長期方針優先,false,clear,1923181,-0.2231439310549585,gold,emergencyFund+contributions+reinvestment,240000,false
246,allWorld,長期方針優先,false,clear,1117117,-0.23835,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
247,allWorld,長期方針優先,false,clear,1292032,-0.26706,,contributions+reinvestment+cashManagement+emergencyFund,320000,false
248,allWorld,長期方針優先,false,clear,2453805,-0.10040283535383361,,emergencyFund+contributions+reinvestment+cashManagement,240000,false
249,allWorld,長期方針優先,false,clear,1672831,-0.2683711322081575,bonds,reinvestment+contributions+cashManagement,260000,false
250,allWorld,長期方針優先,false,clear,1876147,-0.21376045196241603,,emergencyFund+contributions+cashManagement+reinvestment,240000,false
251,allWorld,長期方針優先,false,clear,747982,-0.4805601990049751,,emergencyFund+contributions+reinvestment+cashManagement,270000,false
252,allWorld,長期方針優先,false,clear,1159628,-0.39357602644398054,dividend,contributions+emergencyFund+cashManagement,360000,false
253,allWorld,長期方針優先,false,clear,1592787,-0.23492047155688622,,emergencyFund+reinvestment+contributions+cashManagement,160000,false
254,allWorld,長期方針優先,false,clear,2966182,-0.2313480641276403,,emergencyFund+contributions+cashManagement+reinvestment,270000,false
255,allWorld,長期方針優先,false,clear,1838612,-0.208181,bonds,contributions+emergencyFund+reinvestment,320000,false
256,allWorld,長期方針優先,false,clear,1765398,-0.33112257504625414,bonds,contributions+emergencyFund+reinvestment,320000,false
257,allWorld,長期方針優先,false,clear,1882375,-0.3678813725490196,,reinvestment+contributions+emergencyFund+cashManagement,250000,false
258,allWorld,長期方針優先,false,clear,1907045,-0.3400627272727273,,emergencyFund+contributions+reinvestment+cashManagement,280000,false
259,allWorld,長期方針優先,false,clear,3347092,-0.1555650229665033,,cashManagement+contributions+emergencyFund+reinvestment,250000,true
260,allWorld,長期方針優先,false,clear,1622486,-0.2355264998377159,bonds,reinvestment+contributions+emergencyFund,240000,false
261,allWorld,長期方針優先,false,clear,1313629,-0.28875492750580734,gold,cashManagement+contributions+emergencyFund,290000,false
262,allWorld,長期方針優先,false,clear,1758877,-0.3388782023941222,gold,contributions+emergencyFund+reinvestment,320000,false
263,allWorld,長期方針優先,false,clear,954482,-0.3901123046875,,emergencyFund+contributions+reinvestment+cashManagement,260000,false
264,allWorld,長期方針優先,false,clear,525270,-0.6680276300334481,dividend,reinvestment+emergencyFund+cashManagement,20000,false
265,allWorld,長期方針優先,false,clear,1883672,-0.24259357685278893,,contributions+emergencyFund+cashManagement+reinvestment,370000,false
266,allWorld,長期方針優先,false,clear,822456,-0.43463380239041755,bonds,cashManagement+emergencyFund+contributions,100000,false
267,allWorld,長期方針優先,false,clear,1694267,-0.21137218045112782,dividend,contributions+cashManagement+emergencyFund,320000,false
268,allWorld,長期方針優先,false,clear,5367113,-0.22583307330699273,dividend,contributions+emergencyFund+reinvestment,320000,true
269,allWorld,長期方針優先,false,clear,2206057,-0.29249872179825326,,contributions+reinvestment+cashManagement+emergencyFund,400000,false
270,allWorld,長期方針優先,false,clear,1777205,-0.36972935267857143,dividend,emergencyFund+contributions+cashManagement,260000,false
271,allWorld,長期方針優先,false,clear,1889799,-0.21757729037141252,,emergencyFund+contributions+reinvestment+cashManagement,240000,false
272,allWorld,長期方針優先,false,clear,2601577,-0.23588892395537545,bonds,reinvestment+contributions+emergencyFund,240000,false
273,allWorld,長期方針優先,false,clear,1706047,-0.2527429742388759,,contributions+cashManagement+emergencyFund+reinvestment,340000,false
274,allWorld,長期方針優先,false,clear,1170600,-0.2603691982918938,,cashManagement+contributions+emergencyFund+reinvestment,240000,false
275,allWorld,長期方針優先,false,clear,1148861,-0.41543163307724285,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
276,allWorld,長期方針優先,false,clear,2087390,-0.18093144514446768,,emergencyFund+contributions+reinvestment+cashManagement,260000,false
277,allWorld,長期方針優先,false,clear,1318162,-0.14654413668133576,dividend,emergencyFund+cashManagement+reinvestment,110000,false
278,allWorld,長期方針優先,false,clear,962209,-0.41128880780062566,,reinvestment+emergencyFund+cashManagement+contributions,100000,false
279,allWorld,長期方針優先,false,clear,2130047,-0.21430689749550172,,contributions+reinvestment+emergencyFund+cashManagement,360000,false
280,allWorld,長期方針優先,false,clear,841019,-0.49708393011499896,gold,reinvestment+contributions+emergencyFund,240000,false
281,allWorld,長期方針優先,false,clear,2570214,-0.10967582889744304,,contributions+reinvestment+emergencyFund+cashManagement,330000,false
282,allWorld,長期方針優先,false,clear,4214177,-0.06822115384615385,,emergencyFund+contributions+cashManagement+reinvestment,320000,true
283,allWorld,長期方針優先,false,clear,745161,-0.3693023368254193,,emergencyFund+reinvestment+contributions+cashManagement,200000,false
284,allWorld,長期方針優先,false,clear,984410,-0.3712411660777385,,contributions+emergencyFund+reinvestment+cashManagement,330000,false
285,allWorld,長期方針優先,false,clear,1482709,-0.341680642907058,,cashManagement+contributions+reinvestment+emergencyFund,300000,false
286,allWorld,長期方針優先,false,clear,1785891,-0.20181257992968255,,reinvestment+emergencyFund+contributions+cashManagement,160000,false
287,allWorld,長期方針優先,false,clear,1247155,-0.3795356308411215,,reinvestment+emergencyFund+contributions+cashManagement,180000,false
288,allWorld,長期方針優先,false,clear,1614086,-0.493395,,emergencyFund+cashManagement+contributions+reinvestment,160000,false
289,allWorld,長期方針優先,false,clear,2677699,-0.26144705943809154,,reinvestment+contributions+cashManagement+emergencyFund,320000,false
290,allWorld,長期方針優先,false,clear,2024301,-0.1926719238102058,dividend,contributions+emergencyFund+reinvestment,320000,false
291,allWorld,長期方針優先,false,clear,1493550,-0.20360583493808487,,emergencyFund+reinvestment+contributions+cashManagement,190000,false
292,allWorld,長期方針優先,false,clear,499938,-0.5651200417536535,dividend,emergencyFund+cashManagement+contributions,80000,false
293,allWorld,長期方針優先,false,clear,3180763,-0.1255795214250514,gold,cashManagement+emergencyFund+contributions,230000,true
294,allWorld,長期方針優先,false,clear,1839718,-0.2185168856959158,,contributions+cashManagement+reinvestment+emergencyFund,320000,false
295,allWorld,長期方針優先,false,clear,1211560,-0.2179702377883003,bonds,contributions+emergencyFund+reinvestment,320000,false
296,allWorld,長期方針優先,false,clear,2050109,-0.22423461823573018,bonds,cashManagement+contributions+emergencyFund,250000,false
297,allWorld,長期方針優先,false,clear,1768549,-0.2425696902546032,,reinvestment+emergencyFund+contributions+cashManagement,160000,false
298,allWorld,長期方針優先,false,clear,2887088,-0.1566371685186629,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
299,allWorld,長期方針優先,false,clear,1823788,-0.30087233926100065,,cashManagement+reinvestment+emergencyFund+contributions,230000,false
300,allWorld,長期方針優先,false,clear,1232400,-0.37728211870773853,bonds,emergencyFund+contributions+cashManagement,240000,false
301,allWorld,長期方針優先,false,clear,1691666,-0.26033580913245885,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
302,allWorld,長期方針優先,false,clear,1192726,-0.3455773703629707,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
303,allWorld,長期方針優先,false,clear,736954,-0.476931904880973,bonds,emergencyFund+cashManagement+reinvestment,0,false
304,allWorld,長期方針優先,false,clear,2278342,-0.28179956872017875,gold,reinvestment+contributions+emergencyFund,160000,false
305,allWorld,長期方針優先,false,clear,3811026,-0.15106519660090226,,contributions+emergencyFund+cashManagement+reinvestment,380000,true
306,allWorld,長期方針優先,false,clear,1685139,-0.39766018326062363,,contributions+reinvestment+emergencyFund+cashManagement,330000,false
307,allWorld,長期方針優先,false,clear,1735157,-0.11434793994413407,bonds,emergencyFund+reinvestment+contributions,160000,false
308,allWorld,長期方針優先,false,clear,1494729,-0.403083,dividend,emergencyFund+contributions+reinvestment,240000,false
309,allWorld,長期方針優先,false,clear,3942372,-0.05630418190408775,gold,contributions+emergencyFund+cashManagement,350000,true
310,allWorld,長期方針優先,false,clear,900064,-0.39958948182252996,bonds,reinvestment+contributions+emergencyFund,240000,false
311,allWorld,長期方針優先,false,clear,1071646,-0.4018829468960359,gold,reinvestment+cashManagement+contributions,160000,false
312,allWorld,長期方針優先,false,clear,897462,-0.475651373734718,,cashManagement+contributions+reinvestment+emergencyFund,240000,false
313,allWorld,長期方針優先,false,clear,1770057,-0.324637557666299,,contributions+cashManagement+reinvestment+emergencyFund,360000,false
314,allWorld,長期方針優先,false,clear,1544248,-0.22300018628912072,bonds,contributions+emergencyFund+cashManagement,350000,false
315,allWorld,長期方針優先,false,clear,1568500,-0.19832843925482932,,contributions+emergencyFund+cashManagement+reinvestment,320000,false
316,allWorld,長期方針優先,false,clear,1924678,-0.21672763647802992,,contributions+emergencyFund+reinvestment+cashManagement,320000,false
317,allWorld,長期方針優先,false,clear,1256771,-0.2214977324479994,bonds,contributions+reinvestment+emergencyFund,320000,false
318,allWorld,長期方針優先,false,clear,976576,-0.37045383093399903,,reinvestment+emergencyFund+cashManagement+contributions,110000,false
319,allWorld,長期方針優先,false,clear,1330784,-0.164,,emergencyFund+cashManagement+reinvestment+contributions,160000,false
320,allWorld,長期方針優先,false,clear,1137910,-0.4689910901467505,,reinvestment+contributions+emergencyFund+cashManagement,250000,false
321,allWorld,長期方針優先,false,clear,2844124,-0.15846482478784177,gold,contributions+emergencyFund+reinvestment,320000,false
322,allWorld,長期方針優先,false,clear,2780745,-0.3723677879468053,,emergencyFund+contributions+reinvestment+cashManagement,280000,false
323,allWorld,長期方針優先,false,clear,1320469,-0.2275197286446075,gold,emergencyFund+reinvestment+contributions,160000,false
324,allWorld,長期方針優先,false,clear,1831761,-0.20260757845738808,,contributions+emergencyFund+reinvestment+cashManagement,360000,false
325,allWorld,長期方針優先,false,clear,2679629,-0.2162323392459382,,emergencyFund+reinvestment+cashManagement+contributions,130000,false
326,allWorld,長期方針優先,false,clear,1059566,-0.4530253891771683,,contributions+cashManagement+reinvestment+emergencyFund,320000,false
327,allWorld,長期方針優先,false,clear,1123019,-0.3470425282396655,,contributions+reinvestment+emergencyFund+cashManagement,320000,false
